score,is_anomaly,abs_score
-0.08328903075776917,True,0.08328903075776917
-0.07011126128559997,True,0.07011126128559997
-0.06432728760038942,True,0.06432728760038942
-0.06413488470131379,True,0.06413488470131379
-0.0640725046206998,True,0.0640725046206998
-0.0621834543464177,True,0.0621834543464177
-0.05830197845928864,True,0.05830197845928864
-0.05778575098168437,True,0.05778575098168437
-0.05762337591681599,True,0.05762337591681599
-0.05599175810174639,True,0.05599175810174639
-0.05569618143990873,True,0.05569618143990873
-0.05491320922908627,True,0.05491320922908627
-0.05430983843465842,True,0.05430983843465842
-0.05384596569429989,True,0.05384596569429989
-0.053201852820503825,True,0.053201852820503825
-0.05173117419414708,True,0.05173117419414708
-0.05148936280533034,True,0.05148936280533034
-0.050032438820427516,True,0.050032438820427516
-0.04994944517590716,True,0.04994944517590716
-0.048736641878768916,True,0.048736641878768916
-0.04775754060732362,True,0.04775754060732362
-0.04688505147423294,True,0.04688505147423294
-0.045782399685390884,True,0.045782399685390884
-0.045107938122392666,True,0.045107938122392666
-0.044754894783871624,True,0.044754894783871624
-0.044261018333570434,True,0.044261018333570434
-0.04413425753276712,True,0.04413425753276712
-0.044066935471684165,True,0.044066935471684165
-0.043739113444783095,True,0.043739113444783095
-0.042545092192963874,True,0.042545092192963874
-0.042509721683213764,True,0.042509721683213764
-0.041541377303227156,True,0.041541377303227156
-0.040844329173729044,True,0.040844329173729044
-0.04079544670849744,True,0.04079544670849744
-0.040727856255188044,True,0.040727856255188044
-0.040085057046993944,True,0.040085057046993944
-0.03991484245588872,True,0.03991484245588872
-0.03911404464751167,True,0.03911404464751167
-0.03856789018033002,True,0.03856789018033002
-0.03812547958135881,True,0.03812547958135881
-0.03784365539031631,True,0.03784365539031631
-0.036417986623145326,True,0.036417986623145326
-0.03548847555084356,True,0.03548847555084356
-0.03546371689978356,True,0.03546371689978356
-0.034273425833796334,True,0.034273425833796334
-0.03404000982653299,True,0.03404000982653299
-0.03383877988076733,True,0.03383877988076733
-0.031737771344493515,True,0.031737771344493515
-0.03140835307064904,True,0.03140835307064904
-0.030232954933613776,True,0.030232954933613776
-0.027960799398245695,True,0.027960799398245695
-0.027330108493529015,True,0.027330108493529015
-0.027007056878638913,True,0.027007056878638913
-0.02650789890351024,True,0.02650789890351024
-0.02640640278143147,True,0.02640640278143147
-0.02611679955613666,True,0.02611679955613666
-0.025961853485217623,True,0.025961853485217623
-0.023986041829885285,True,0.023986041829885285
-0.023185092699928078,True,0.023185092699928078
-0.020890219857660597,True,0.020890219857660597
-0.019650895283107706,True,0.019650895283107706
-0.01853001610589633,True,0.01853001610589633
-0.018275553544187972,True,0.018275553544187972
-0.018264725584926422,True,0.018264725584926422
-0.018132122604950673,True,0.018132122604950673
-0.015199358104331262,True,0.015199358104331262
-0.013735317414827475,True,0.013735317414827475
-0.013346320058976069,True,0.013346320058976069
-0.012079354201504189,True,0.012079354201504189
-0.011105621684890599,True,0.011105621684890599
-0.010317552361545301,True,0.010317552361545301
-0.00876432521522319,True,0.00876432521522319
-0.007856812425659943,True,0.007856812425659943
-0.007709509846696161,True,0.007709509846696161
-0.007662826797436795,True,0.007662826797436795
-0.007215029467024459,True,0.007215029467024459
-0.006695846674353412,True,0.006695846674353412
-0.006628691259585429,True,0.006628691259585429
-0.006468337764223953,True,0.006468337764223953
-0.006022297624488249,True,0.006022297624488249
-0.005764254108269529,True,0.005764254108269529
-0.005760120183215589,True,0.005760120183215589
-0.005267205939678221,True,0.005267205939678221
-0.004548505957972959,True,0.004548505957972959
-0.004355636736249946,True,0.004355636736249946
-0.0038123923238422286,True,0.0038123923238422286
-0.0036662884182425692,True,0.0036662884182425692
-0.003370886007501128,True,0.003370886007501128
-0.0031299743857281515,True,0.0031299743857281515
-0.002720037330334879,True,0.002720037330334879
-0.00262341231447083,True,0.00262341231447083
-0.002451900715735089,True,0.002451900715735089
-0.0020988310298425406,True,0.0020988310298425406
-0.0018813192531810241,True,0.0018813192531810241
-0.0017000409263017158,True,0.0017000409263017158
-0.0015444722130799615,True,0.0015444722130799615
-0.0010018337704438274,True,0.0010018337704438274
-0.0009448927552268005,True,0.0009448927552268005
-0.0005546737925619105,True,0.0005546737925619105
-1.3275280667079947e-05,True,1.3275280667079947e-05
1.3409374410855435e-07,False,1.3409374410855435e-07
0.0007091270409566031,False,0.0007091270409566031
0.0021834067972855697,False,0.0021834067972855697
0.0023080570069879958,False,0.0023080570069879958
0.0026406531733661476,False,0.0026406531733661476
0.0029557318229852525,False,0.0029557318229852525
0.0030355168613239725,False,0.0030355168613239725
0.003520370395840855,False,0.003520370395840855
0.003810881574371705,False,0.003810881574371705
0.003997801494337927,False,0.003997801494337927
0.004035573183564067,False,0.004035573183564067
0.004166605567414883,False,0.004166605567414883
0.004262637411281078,False,0.004262637411281078
0.00437549819555505,False,0.00437549819555505
0.004548411518112028,False,0.004548411518112028
0.0048612692426519555,False,0.0048612692426519555
0.005062003859130915,False,0.005062003859130915
0.005084776528454071,False,0.005084776528454071
0.005318775657716546,False,0.005318775657716546
0.005321196595594602,False,0.005321196595594602
0.005650236802833608,False,0.005650236802833608
0.00609238479687646,False,0.00609238479687646
0.0062544409173872495,False,0.0062544409173872495
0.006306293389647277,False,0.006306293389647277
0.006474272555900051,False,0.006474272555900051
0.006644082168391741,False,0.006644082168391741
0.006758184008278767,False,0.006758184008278767
0.007382655080803935,False,0.007382655080803935
0.007822366669780423,False,0.007822366669780423
0.007899110459759884,False,0.007899110459759884
0.007918405241818749,False,0.007918405241818749
0.007979293137523213,False,0.007979293137523213
0.008064496792715592,False,0.008064496792715592
0.008169929117821328,False,0.008169929117821328
0.008208009817812778,False,0.008208009817812778
0.008220529737039128,False,0.008220529737039128
0.008357504027586615,False,0.008357504027586615
0.008745682215826056,False,0.008745682215826056
0.008784396507635517,False,0.008784396507635517
0.009073278885675884,False,0.009073278885675884
0.00918026469639377,False,0.00918026469639377
0.009182065330341493,False,0.009182065330341493
0.00925220209115063,False,0.00925220209115063
0.009272135505937196,False,0.009272135505937196
0.009489649736598937,False,0.009489649736598937
0.009566708579185956,False,0.009566708579185956
0.009776988723410263,False,0.009776988723410263
0.009877234521230571,False,0.009877234521230571
